Time, Username, Tweet, Replies, Retweets, Likes, Language, urlStatus
1 Dec 2018,@BerryHasan,"Saya heran sama demo2 politik berkedok agama di Indonesia. Ujung2nya nyerang ""Rakyat menderita, yang makmur China dan dunia Barat"".
Lah mobilnya Mitsubishi Pajero Sport, plat nya modifikasi 1 angka ",0,2,0,Indonesian,https://twitter.com/BerryHasan/status/1068850214809698304
1 Dec 2018,@CNNIndonesia,Mitsubishi Indonesia Akui Bakal Impor Pajero Sport  http://cnn.id/350364?s=tw&ca=cms&m=oa …,1,1,2,Indonesian,https://twitter.com/CNNIndonesia/status/1068780733659983872
16 Nov 2018,@KBRITokyo,Ambassador Arifin Tasrif (15/Nov) receives 4 of the 6 students sent to #Indonesia by Yomiuri Shimbun and supported by Mitsubishi Corp to study the strength of the Indonesia-Japan relations as we celebrate the 60th anniversary of the friendship. @Kemlu_RI @MofaJapan_en @60th_jpidpic.twitter.com/qGbpB2uf90,0,2,6,,https://twitter.com/KBRITokyo/status/1063194971295993856
16 Oct 2018,@MillsNicco,#mitsubishi Indonesia boosting Xpander output. #speed http://bit.ly/2pUWudP pic.twitter.com/7y89TzeD8P,0,0,1,,https://twitter.com/MillsNicco/status/1052029596797952000
16 Oct 2018,@PepenEisa,"Family Gathering of Mitsubishi Motors Krama Yudha Indonesia! 
Thank you for recall us after the show in 2016! It's also the debut time for U-maku Eisa Junior member, Kekei & Anya! 
Go go kiddos! 
Having young family members? 
You can register them into U-maku Eisa!  pic.twitter.com/5hmRL7eyLg",0,1,4,,https://twitter.com/PepenEisa/status/1052001939070705664
12 Oct 2018,@dw_jacson,"The #Mitsubishi #XPANDER has added yet more awards to its growing collection of titles. It has now been named as the 2018 FORWOT Car of the Year in Indonesia!
https://www.mitsubishi-motors.com/en/newsrelease/2018/detail1141.html …pic.twitter.com/QdQrE10wO0",0,0,1,,https://twitter.com/dw_jacson/status/1050658716901494785
5 Oct 2018,@dw_jacson,"#Mitsubishi announces plan to increase production capacity in #Indonesia. The company will invest 4 billion yen (US$35 million), which is expected to employ more than 800 new workers to add to the 4,100 current employees. https://lnkd.in/dAwzvaT ",0,0,2,,https://twitter.com/dw_jacson/status/1048121067817119744
5 Oct 2018,@DanielDoniHR,"Mitsubishi Motors boost investment and local content in Indonesia #Mitsubishi #Xpander #Automotive #Otomotif #InfoOtomotif #GIIAS2018 #IIMS2018 #Infomobil #mobilbaru #InfoMitsubishi
https://www.linkedin.com/pulse/mitsubishi-boost-investment-local-content-indonesia-sundjojo/?published=t …",0,0,2,,https://twitter.com/DanielDoniHR/status/1048036740856836096
4 Oct 2018,@jakpost,Mitsubishi announces plan to increase production capacity in Indonesia #jakpost http://bit.ly/2xWzEqw ,0,2,2,,https://twitter.com/jakpost/status/1047796235757871104
3 Oct 2018,@japantimes,Mitsubishi Motors plans ¥4 billion boost to Indonesia output capacity http://jtim.es/5LCp30m5bAE ,1,10,11,,https://twitter.com/japantimes/status/1047504067868733440
24 Sep 2018,@TargetedSince07,"'The US wars in Korea and Indochina, together with the infamous massacre of communists in Indonesia, were gifts to corporate Japan. The same old zaibatsu like Mitsubishi and Nissan that used slave labor during WWII got a free ticket after the war.'
https://www.counterpunch.org/2018/06/14/what-is-the-meaning-of-japan-today …",1,0,1,,https://twitter.com/TargetedSince07/status/1044177391793451008
20 Sep 2018,@KBRITokyo,"Indonesian graduate student Arie Nursanti has the honor to present the token of appreciation to Carlos Ghosn (CEO of the Renault–Nissan–Mitsubishi Alliance) after the 1st Leadership & Innovation Forum at Shizenkan University, Tokyo (20/9/2018). @Kemlu_RI #Indonesia @arienursantipic.twitter.com/iVPq1zPYXI",0,10,10,,https://twitter.com/KBRITokyo/status/1042772090452008960
3 Sep 2018,@DHRUVAGARWAL101,"Benzaiten (Japanese for Saraswati) idols are almost in every Japanese village

I have seen Mitsubishi employee bowing to saraswati

Indonesia has saraswati idols

High Court just doesn't realise the cultural significance of Saraswati Mata",0,2,3,,https://twitter.com/DHRUVAGARWAL101/status/1036299621117526018
25 Aug 2018,@HannyYeo_,"
.
.
.
 @henny_ferdinand 
.
.
#giias #giias2018 #mitsubishi #otomotif #car #supercar #like #likes #like4follow #like4like @ ICE Indonesia - Indonesia Convention Exhibition ICE BSD City https://www.instagram.com/p/Bm5iDPaHCGz/?utm_source=ig_twitter_share&igshid=zpxl2a267e8p …",0,0,1,,https://twitter.com/HannyYeo_/status/1033303878949687297
10 Aug 2018,@ucie_sucita,"Tonite gig's.. MitsubisHI LCV PARTY 
Make Up & Hairdo @riqi_irawan 
Dress anve.sposa @ Savoy Homman Hotel , Asia-Afrika Bandung,West Java Indonesia https://www.instagram.com/p/BmTfcd8hzJ0/?utm_source=ig_twitter_share&igshid=fk19nhww6iql …",0,2,5,,https://twitter.com/ucie_sucita/status/1027950123404410881
27 Jul 2018,@DubesDenmark,Great visit to the @affandimuseum tdy in #Yogyakarta  One of #Indonesia’s most profound and interesting painters  The museum was originally designed by #Affandi as a home for himself  I especially liked his favourite car: a #Mitsubishi #Gallant from 1970  Cool!pic.twitter.com/mSeAGLvBss,0,2,6,,https://twitter.com/DubesDenmark/status/1022771647407747072
19 Jul 2018,@inihansedbert,Sponsor super legend from hongkong to indonesia 1978 - Mitsubishi universal Cars Ltd pic.twitter.com/ImMRbndIsv,0,0,1,,https://twitter.com/inihansedbert/status/1019915807915048960
2 Jul 2018,@erlan_peetex,I liked a @YouTube video http://youtu.be/Rt4gA6UfoHI?a  Mitsubishi Xpander Exceed M/T 2017 Review Indonesia | OtoDriver,0,0,1,,https://twitter.com/erlan_peetex/status/1013620235071639553
1 Jul 2018,@FIAaprc,"Celebrating the APRC's 30th Anniversary here's a #Video feature from the 1994 APRC Rally of Indonesia when it was based Medan, Northern Sumatra and that year a candidate for the #WRC starring  Bourne, Erikksson, Burns, Shinozuka #Subaru and #Mitsubishi. https://youtu.be/_JVXRtQSUSQ pic.twitter.com/DXQxyCdbiR",0,6,9,,https://twitter.com/FIAaprc/status/1013305969571389440
2 May 2018,@Auto_Logistics,"#Mitsubishi Motors has begun sending the Xpander small MPV abroad from its assembly plant in Bekasi, Indonesia – the first time the Japanese carmaker has exported vehicles on a large scale from the country http://ow.ly/55Ok30jNtmL pic.twitter.com/EX6THf3MA8",0,1,0,,https://twitter.com/Auto_Logistics/status/991715840251846656
26 Apr 2018,@NAR,Mitsubishi's made-in-Indonesia minivan hits Philippine shores https://s.nikkei.com/2Hs6S3D pic.twitter.com/2fXPkDsQs7,0,3,0,,https://twitter.com/NAR/status/989199818441437184
25 Apr 2018,@jokowi,Melepas ekspor perdana produk otomotif yg diproduksi pabrik Mitsubishi Indonesia. Ini lompatan kemajuan krn 3000 unit mobil Mitsubishi Xpander buatan Cikarang dikapalkan utk pasar Filipina. Kalau produksi terus meningkat akan menyerap tenaga kerja Indonesia lebih banyak lagi -Jkw pic.twitter.com/wJK0b57R0r,922,2230,8198,Indonesian,https://twitter.com/jokowi/status/989137202398380033
25 Apr 2018,@odmag,#Suzuki #Ertiga rival #Mitsubishi #Xpander MPV exports begin from Indonesia. Read http://overdrive.in/news-cars-auto/suzuki-ertiga-rival-mitsubishi-xpander-mpv-exports-begin-from-indonesia/ …pic.twitter.com/6rJxbIbh3y,2,1,20,,https://twitter.com/odmag/status/989055552025255937
19 Apr 2018,@TopGearPh,The Mitsubishi Xpander is Indonesia's Car of the Year #topgearphhttp://bit.ly/2vrJAcz ,0,1,4,,https://twitter.com/TopGearPh/status/986831761681285120
29 Mar 2018,@JATO_Dynamics,Indonesia got a new top-seller with #Mitsubishi Xpander outselling the popular #Toyota Avanza during the first two months of 2018. Total passenger car market down by 0.5% to 142.3k units.pic.twitter.com/b7doe9Zo3r,0,0,0,,https://twitter.com/JATO_Dynamics/status/979292384231075841
20 Mar 2018,@DanielDoniHR,Will Mitsubishi Xpander become New King of Car in Indonesia? #Indonesia #Mobil #Mitsubishi #Xpander #IIMS2018 #GIIAS2018 #Automotive #otomotifhttps://www.linkedin.com/pulse/mitsubishi-xpander-become-new-king-car-indonesia-daniel-doni-sundjojo/?published=t …,0,0,1,,https://twitter.com/DanielDoniHR/status/976022620536692736
12 Mar 2018,@FusoOfficial,"FUSO launches the new generation Fighter in Indonesia! With increased performance, advanced safety and comfort features and cutting-edge telematics, FUSO aims to meet the increasing demand for medium-duty trucks. 
Mitsubishi FUSO Indonesia
#FUSO #Fighter #Indonesia pic.twitter.com/zeCivSoJ1S",0,1,7,,https://twitter.com/FusoOfficial/status/973126448457293825
28 Feb 2018,@urpmusic,Hey #Jakarta come see us at @JavaJazzFest this #weekend: #Saturday March 3 @ 18:45 on the @IndonesiaGaruda Stage & #Sunday March 4 @ 17:30 in @Mitsubishi_ID Hall #jazz #soul #hiphop #bigband #indonesia #festival #concert #music #showpic.twitter.com/DsjMwG6rKx,1,1,2,,https://twitter.com/urpmusic/status/968686826520064001
27 Feb 2018,@go_igo,"CAREER OPPORTUNITY

PT Mitsubishi Electric Indonesia is looking for qualified and passionate candidates to fill positions

Accounting & Finance Supervisor – AR / Credit Management

Responsibilities:
You will be responsible for overall process Sales Order,…https://lnkd.in/f4ca6Xr ",0,0,0,,https://twitter.com/go_igo/status/968396010669137921
27 Feb 2018,@CoryGroshek,#Mitsubishi Motors is looking to grab a share of #Indonesia's automobile market through efforts to help alleviate the nation's air pollution problem. https://www3.nhk.or.jp/nhkworld/en/news/20180226_29/ …,0,1,1,,https://twitter.com/CoryGroshek/status/968236241362870273
26 Feb 2018,@dinopattidjalal,A good meeting w CEO Mitsubishi Motor Corps Usamu Masuko discussing Japan' s investments in Indonesia. Mitsubishi has ambitious plans ahead to support RI automotive industry and exports pic.twitter.com/Da7tPbOgrN,1,4,23,,https://twitter.com/dinopattidjalal/status/967971062037151745
