id,created_at,text
33736979598286848,2011-02-05 04:01:37,"b'So true! ""transformation often begins with a deep realization that your life has diverged from your values or purpose"" - Living Deeply book'"
33731506258055168,2011-02-05 03:39:52,"b'""Change is what happens when the pain of remaining the same becomes greater than the pain of changing."" Hm...'"
33069823290253312,2011-02-03 07:50:34,"b'""Think globally, act joyfully."" Robert Thurman waxes @noetic in ""Living Deeply: The Art and Science of Transformation in Everyday Life""'"
33067921710260224,2011-02-03 07:43:01,b'Insights on trust in groups - http://sourceforge.net/apps/mediawiki/pangaia/index.php?title=Trust /via @sebpaquet'
32341888774180865,2011-02-01 07:38:01,b'Listen to this message from Egypt. The internet is down but the people still have a voice. Amazing. http://bit.ly/gHWtdr'
28593443693404160,2011-01-21 23:23:02,"b'""At the heart of it, mastery is practice. Mastery is staying on the path."" - George Leonard'"
26344478839148544,2011-01-15 18:26:27,b'Is Chess with Queen Odds a Provable Win? http://j.mp/hbkQPT'
20265623900655616,2010-12-29 23:51:15,b'RT @bjfogg: Top 10 Mistakes in Behavior Change http://slidesha.re/hsdsWx'
19920239227568128,2010-12-29 00:58:49,"b'""All being finished means is that you haven\'t started yet."" - Aaron Sorkin'"
15800901088321536,2010-12-17 16:10:03,"b'@sebpaquet lol, you found my\nchildhood secret'"
15576293290541057,2010-12-17 01:17:32,b'Why is this site different from all other sites? http://bit.ly/fY0mOC'
12608700174835713,2010-12-08 20:45:23,"b""RT @amyjokim: how to turn the sense that someone has \xe2\x80\x98failed\xe2\x80\x99 into the sense that they 'haven\xe2\x80\x99t succeeded yet?'http://nyti.ms/een4yH"""
11939194494521344,2010-12-07 00:25:00,b'Stoked to see the legendary Michael Murphy speak tonight. Founder of @EsalenInstitute and the human potential movement http://bit.ly/hErrv6'
8680662311636992,2010-11-28 00:36:45,"b'""Art is the lie that makes us realize the truth."" Nick Phillip, Imaginary Foundation (aka my new favorite artist) http://bit.ly/1mJekG'"
8672518688735232,2010-11-28 00:04:24,"b'""As we expand our experience... every once in a while we have these INTEGRATIONS"" - Richard Feynman http://youtu.be/o1dgrvlWML4'"
8467948444327936,2010-11-27 10:31:30,"b'""He who is not everyday conquering some fear has not learned the secret of life."" - Ralph Waldo Emerson /via @tferriss'"
8467359882813440,2010-11-27 10:29:10,"b'@JoshConstine our generation escapes bc we don\'t have a functional mythology. ""Society without myth goes into disillusionment."" Joe Campbell'"
8466102052982784,2010-11-27 10:24:10,"b""RT @JoshConstine: Quora. For when you need to publicly badger a friend for an answer they've been too lazy to give you privately."""
8442891672231936,2010-11-27 08:51:56,b'My answer on Quora to: Is consciousness an epiphenomenon? http://qr.ae/TXiY'
8083139716980736,2010-11-26 09:02:25,b'\xe2\x80\x9cThere are two ways to live: you can live as if nothing is a miracle or you can live as if everything is a miracle.\xe2\x80\x9d - Albert Einstein'
8029658121502720,2010-11-26 05:29:54,b'Uranus and Gaea http://instagr.am/p/XdCS/'
7908128758702082,2010-11-25 21:26:59,"b""Evocative words from Joseph Campbell's Transformations of Myth through Time http://bit.ly/ca305R   Via @NetworkWeaver"""
7719450128158720,2010-11-25 08:57:14,"b'RT @unfolding: Insane. These creatures have hyperspectral vision, seeing ultraviolet, infrared and polarized light. http://su.pr/19GUkI'"
6313144582410240,2010-11-21 11:49:05,"b'RT @shamansun: If we develop our imagination,the world becomes a cleverly veiled,but nonetheless revealed,reflection of the ""higher realms""'"
6312549737828352,2010-11-21 11:46:43,"b'""Do not take a Ph.D in your own pathology."" another zinger from the great @JeanHouston'"
5872649687269376,2010-11-20 06:38:43,"b'""Mythology"" is what we call someone else\'s religion. - Joseph Campbell.  Great overview of myth: http://bit.ly/8C3xXV by @EmergentCulture'"
5870863727468544,2010-11-20 06:31:37,"b'Storytelling 2.0: ""We are our narratives.... What kinds of selves will digital narratives generate?"" http://bit.ly/bXQOHv'"
5816665342214144,2010-11-20 02:56:15,b'RT @DalaiLama: The proper use of our intelligence and knowledge is to effect changes from within to develop a good heart.'
5815501301227520,2010-11-20 02:51:38,"b'RT @JeanHouston: Without story, a culture or a civilization or even an entire era falls apart'"
5814115222167552,2010-11-20 02:46:07,"b'RT @busterbenson: ""The social version of anything can almost always be more engaging and outperform the nonsocial versions."" - Zuckerber ...'"
2982689992876033,2010-11-12 07:15:03,"b'RT @kchanasyk: ""Intrinsic motivation is over. The sooner you accept that the better."" (thus the need for rewards) I disagree! http://you ...'"
2982331413430273,2010-11-12 07:13:37,"b'""The hero is the one who responds to the call to adventure."" Joseph Campbell'"
2534325849423872,2010-11-11 01:33:25,"b""@busterbenson gimme a shout when you're in town. Would love to meet up for a drink. And I've got a couch if you still need one."""
2127867525734401,2010-11-09 22:38:17,b'One of my all-time favorite books: The Hero with a Thousand Faces http://t.co/sQgU4EH via @SignalPatterns'
587662771625984,2010-11-05 16:38:04,"b""@Caesar_X Yeah, I met Kasparov once back in the day as a wee lad. I'll post a blog recap of my experience at the talk soon..."""
29612827920,2010-11-03 22:34:27,"b'""Recognizing that failure is inevitable will boost your performance."" - Kasparov'"
29612759830,2010-11-03 22:33:36,"b'""First you have to kill the fear [of making mistakes]."" - Kasparov'"
29612702086,2010-11-03 22:32:53,"b'""Making mistakes is not a crime."" - Kasparov'"
29612360352,2010-11-03 22:28:41,"b'""Intuition is the most valuable quality of a human being"" - Garry Kasparov'"
29611710508,2010-11-03 22:20:31,b'Look my new video on Ustream. http://ustre.am/:IyNS'
29610880436,2010-11-03 22:10:02,"b""Streaming live from garry kasparov's talk at google"""
29610821329,2010-11-03 22:09:16,"b""I'm broadcasting, from my iPhone, live on Ustream. Come watch! http://ustre.am/pOpa"""
29170967937,2010-10-30 10:08:17,"b'@busterbenson the road to mastery is paved with many mistakes, aka learning experiences. Let em learn!'"
29159096020,2010-10-30 05:55:20,b'@shazow Thanks man!'
29158325733,2010-10-30 05:40:49,"b'Tomorrow I\'m speaking on a panel at @playconference! How @GoalMafia is ""transforming social change"". Yeah, I\'m stoked. http://bit.ly/28lQrA'"
29154188769,2010-10-30 04:26:11,"b'1 part daunting, 2 parts inspiring: James Cameron on \xe2\x80\x9cAvatar 2\xe2\x80\xb3 and the Impending Environmental Crisis http://j.mp/ajQDWh'"
29146318561,2010-10-30 02:30:59,"b""@superlativelady NOW you're talking"""
29113383855,2010-10-29 18:44:01,b'RT @michaelbkim: Trends to watch 1) gamification of the web 2) coconutification of beverage industry 3) hiphopification of startup names'
29113246407,2010-10-29 18:41:57,"b'@mongohq My app is crashing with mongo timeout error, no response from support in over a day. Please help! http://bit.ly/alPM8O'"
29031904639,2010-10-28 23:05:57,"b'""when it comes to loving what you do, the type of job you have might matter much less than what you do with it"" http://lifehac.kr/9yQpeF'"
28930067413,2010-10-27 22:22:46,b'RT @mark_skaggs: Simple steps on how to make a game: http://markskaggs.com/game-design/game-design-how-to-make-a-game/'
28365698238,2010-10-22 02:29:44,b'The Million Dollar Question: Why Does the Web Love Cats? http://j.mp/9NfGzu'
27481156067,2010-10-15 21:50:49,"b""RT @eparreno: protip: if you are in Rails 2 (&gt;=2.3.6) and you're deploying to Heroku, install bundler to manage your dependencies. Tr ..."""
27380167209,2010-10-14 22:00:22,b'Ground breaking essay on team building http://j.mp/9qChYs'
27373745659,2010-10-14 20:28:19,b'RT @Caesar_X: @NicoleLazzaro Gotta defeat the Boss to get to the next level. Often the Boss is your own fears.'
27306212252,2010-10-14 03:20:14,"b""@EnriqueAllen here's an invite link for @GoalMafia: http://bit.ly/9URYUB"""
26874293942,2010-10-09 20:33:15,b'RT @accarmichael: RT @iftfhealth BodyShock The Future winner announced! Congratulations to www.playitsayit.com = gaming + mental health'
26827056134,2010-10-09 08:34:03,"b'RT @avantgame: For a different take on #gamification, may I recommend my new book :) http://www.amazon.com/Reality-Broken-Games-Better-C ...'"
26791394767,2010-10-08 22:45:42,"b'Wow, myspace just revealed a brand new logo: ""my[____]"". Get it? my ""space"". Hm.'"
26790910247,2010-10-08 22:38:40,"b""Love what the myspace design lead is saying, but he's got seizure-inducing videos in the background of his slides. #fail #warmgun"""
26779288268,2010-10-08 19:42:43,"b'RT @goalmafia: Amazing, Darren Burton live demo of how blind ppl surf web using screenreaders. Truly an #eyeopening experience. #warmgun'"
26778306606,2010-10-08 19:27:58,"b""@busterbenson ok, cool, that's what i passed on to facebook. see if anything comes of it"""
26777360601,2010-10-08 19:13:39,"b'""Designers: don\'t focus on the ACTIVITY, focus on the EXPERIENCE (the gaps between the activity)"" @jmspool #warmgun'"
26776726032,2010-10-08 19:04:19,"b'@busterbenson sure thing. yeah, what a pain... did your page have a custom url yet? i.e. facebook.com/healthmonth'"
26773482916,2010-10-08 18:16:35,"b'@busterbenson re facebook page: sucks! I emailed a friend of mine at Facebook to see if he has any ideas on fixing it, stay tuned'"
26770860831,2010-10-08 17:40:09,"b'For example, people use @Quora so they can show off their Intelligence, @GoalMafia to show off how conscientious they are... #warmgun'"
26770683020,2010-10-08 17:37:46,"b'""People use social media to display desirable evolutionary traits (Intelligence, Openness, Conscientiousness...)"" by @geoffreyspent #warmgun'"
26506514338,2010-10-06 00:44:59,b'Social Games that Sway Behavior  http://www.technologyreview.com/business/26413/'
26114772226,2010-10-01 21:01:05,"b'@heroku my app keeps crashing. I filed support ticket 3 days ago, no response. Anyone out there?? http://bit.ly/9AVwus'"
26049078692,2010-10-01 04:16:06,b'Still chuckling over that last tweet on #gamification by @ryane.'
26048978217,2010-10-01 04:14:34,"b""RT @ryane: I'm pretty sure #gamification is one of the worst words ever. (Followed closely by #gamify)"""
26014405683,2010-09-30 21:01:05,"b'Just found out about http://fbrell.com.  If you develop on Facebook API, this is a lifesaver.  #betterlatethannever for me'"
26013201730,2010-09-30 20:43:11,"b'RT @GoalMafia: Quote of the day: ""\xe2\x80\x9cIt takes a lot of courage to show your dreams to someone else.\xe2\x80\x9d - Erma Bombeck /via @skmurphy'"
25917618519,2010-09-29 21:12:29,"b'RT @GoalMafia: Join @bjfogg + friends(#imoveyou,@healthmonth,@43things,@GoalMafia) on new #gamification Google Group http://bit.ly/games ...'"
25720630278,2010-09-27 21:00:02,b'Just had a fun video interview with @pixelkated on one of my favorite topics: failure. Looking forward to seeing that go live soon!'
25663630237,2010-09-27 06:31:30,"b""(thanks @bsharpe and @wycats for introducing me to bundler awesomeness) (if it breaks, you're the first people I call ;)"""
25663580075,2010-09-27 06:30:30,"b'Spent all day getting my @heroku app to play nicely w/ gem bundler. Gnarly! Finally live, hope it helps avoid any more gem dependency issues'"
25663006043,2010-09-27 06:19:25,"b""Anyone know if it's possible to push to @heroku with an app running in Rails staging environment? i.e. running configs in config/staging.rb"""
25523425733,2010-09-25 19:00:56,"b""RT @robertmclaws: How Brilliant Computer Scientists Solved the Bermuda Triangle Mystery: http://t.co/Y3ajh3q /me: WOW. That's amazing."""
25523131145,2010-09-25 18:56:19,"b'@bsharpe I just installed Cheat + Rails API Dictionary after reading your Optimizing Rails post. Super useful, thx! http://bit.ly/d7XWde'"
25521797655,2010-09-25 18:35:42,b'@busterbenson 100% agree re: Twilio. So much cool stuff to do with programmatic voice/SMS.'
25521725204,2010-09-25 18:34:33,"b'RT @avantgame: 48 spots and 4 days left for founding members and secret mission, join us! Gameful secret HQ http://kck.st/aUx0Hf'"
25452686399,2010-09-25 00:28:25,"b'#gamification thought leaders, begs a gamification thought leader board, right? http://bit.ly/9vJv98  /via @busterbenson'"
25428148719,2010-09-24 18:25:42,"b""I've had nothing but praise for @heroku till now. App went down due to a gem dependency issue, filed ticket, 12 hours later no response? :("""
25427980029,2010-09-24 18:23:14,"b'@bsharpe hey, thanks for the tip about bundlers. I just learned about that last night, sounds like the way to go for sure.'"
25386887204,2010-09-24 08:37:34,"b""@busterbenson thanks for the help tonight! finally fixed it with @wycats' help by specifying older paperclip gem version."""
25386399103,2010-09-24 08:26:08,"b'@wycats ah, i see - the logs with errors are from cron, not from live web servers. so i think i can call it good for tonight. thanks a ton!!'"
25386262163,2010-09-24 08:22:59,"b'@wycats the weird thing is heroku logs shows expected data for one server, and then other server (dyno?) missing gems http://bit.ly/diBOGg'"
25386142399,2010-09-24 08:20:07,"b'@wycats good news! my site is back up! weird news: heroku logs complain about gems, and it looks like paperclip photo upload broken'"
25385899072,2010-09-24 08:14:27,"b'@wycats ok, making progress specifying all my gems with version numbers using new bamboo stack. prob shoulda tried this on old stack..'"
25385624181,2010-09-24 08:08:11,"b'@wycats yeah, bundler sounds great. but right now i just want to get my site back up! i assume bundler is not quickest path now? (thx btw)'"
25385517304,2010-09-24 08:05:42,"b'@wycats maybe easiest thing to do is roll back to old heroku stack and specify old version of paperclip in .gems, huh... damn'"
25385494315,2010-09-24 08:05:10,"b""@wycats i see... so, i'm in the middle of pushing after updating to bamboo stack. now i gotta make sure gem versions are correct"""
25385084602,2010-09-24 07:55:41,"b'@wycats yeah, so it seems.  anything i can do to fix that? did heroku make any updates to this area recently?'"
25385029201,2010-09-24 07:54:25,"b""@wycats and here's the output when i type 'heroku logs': weird that it says I'm running Ruby 1.8.6 on heroku http://bit.ly/b1VlhJ"""
25384954444,2010-09-24 07:52:41,b'@wycats ERROR:  Error installing paperclip:  activesupport requires Ruby version &gt;= 1.8.7 http://bit.ly/bHgdV3'
25383580117,2010-09-24 07:20:29,b'@busterbenson now it gets stuck installing paperclip gem'
25383568790,2010-09-24 07:20:14,"b'@busterbenson yeah, I tried doing exactly that! I touched my .gems file to force a reload, maybe that was a mistake'"
25382970618,2010-09-24 07:06:33,"b""Any @heroku experts out there? My app just crashed after latest push due to a .gems error, and I can't fix it. Help!"""
25382568559,2010-09-24 06:57:41,"b""@heroku HELP! my app crashed 20m ago right after push due to gems error. I haven't touched my .gems file recently. http://bit.ly/avrluX"""
25340349155,2010-09-23 20:43:30,"b""RT @ijustine: I wish life had badges like @foursquare. I'd be much more inclined to complete tasks."""
25336186168,2010-09-23 19:47:03,"b""RT @GoalMafia: Why most people don't succeed - and how you can be the exception, by @Kent_Healy: http://bit.ly/99NROc"""
25238959048,2010-09-22 19:26:54,"b'RT @GoalMafia: Do digital ""game mechanics"" change analog behaviors? (by @bjfogg) http://bit.ly/gamescape'"
25190439825,2010-09-22 06:50:40,"b'RT @ChrisSaad: New TShirt:  ""I was at Bin 38 and all I got was this lousy valuation"" #angelgate'"
25175073819,2010-09-22 02:20:45,"b'RT @GoalMafia: NYT article ""Better Health, With a Little Help From Our Friends"" http://nyti.ms/dmvypu'"
24885504008,2010-09-18 22:49:03,b'7 Secrets to Maximize Social Media with Minimal Time by @accarmichael http://bit.ly/bkj0kg #quantifiedself'
24796978729,2010-09-17 22:29:22,"b'""It is better to be wrong than vague."" Entrepreneur\'s Guide to Cust Dev on the importance of testable hypotheses'"
24795701328,2010-09-17 22:09:16,"b'Reading ""The Entrepreneur\'s Guide to Customer Development"". Highly recommended. http://yfrog.com/j37qubj'"
24712922670,2010-09-17 00:48:34,b'RT @ashmaurya Lean Startup is a Rigorous Process http://bit.ly/c9E00p'
24712648396,2010-09-17 00:44:53,"b'You Negotiate Commodities, But You Seize Opportunities - by @sgblank http://wp.me/prGQZ-1JT'"
24516134315,2010-09-14 22:54:14,b'Two is the magic number:\xc2\xa0a new science of creativity. - By Joshua Wolf Shenk - Slate Magazine - http://www.slate.com/id/2267004/'
24514158429,2010-09-14 22:26:05,b'Self-Control Is Way More Important Than IQ\xe2\x80\xa6(and why doubting it gets you in trouble) http://bit.ly/9e0hSR'
24513891012,2010-09-14 22:22:21,"b'Wow, @heroku is about to get even better. Way to go guys! RT @heroku: Announcing the Add-on Provider Program: http://cot.ag/calby8'"
21948350598,2010-08-23 22:27:23,"b""@harscoat yes, I've been collaborating with Robin from @GoalTribe. Promising things indeed! :)"""
21932233258,2010-08-23 18:03:53,"b""Support @avantgame's new Kickstarter project GAMEFUL, a Secret HQ for Worldchanging Game Developers: http://kck.st/aUx0Hf"""
21599534280,2010-08-19 18:45:45,"b'The video of @jesseschell\'s ""Visions of the Gamepocalypse"" talk from @longnow is up! http://bit.ly/aKFieQ'"
21448884691,2010-08-18 01:04:20,"b'@limedaring on stage at #founders2010, giving the pitch for her wedding invitation startup. Nice job! http://tweetphoto.com/39688336'"
21443958080,2010-08-17 23:52:42,b'Gave the Goal Mafia pitch on stage at the Founders Conference... twice! Got feedback from Adeo Rossi/TheFunded. What a great opportunity.'
21431460826,2010-08-17 20:40:12,"b'Mint CEO Aaron Patzer dishes on how to start up. ""doubts are traitors"" http://tweetphoto.com/39649431'"
21168592334,2010-08-14 18:10:15,"b'RT @ajkeen: ""Facebook is the novel we are all writing"" http://nyti.ms/b3ryFU yes, exactly. OMG!!!!!!!!!!!!!!!!!!!!!!!!!!!'"
21082357222,2010-08-13 17:34:48,b'RT @ashmaurya How I Document my Business Model Hypotheses http://bit.ly/cxDSFU'
21022706376,2010-08-13 01:24:36,b'@jensmccabe cheers :) have you and andrey gotten any sleep the last few days?!'
20936585659,2010-08-12 02:05:35,"b'RT @goalmafia: Congrats to @jensmccabe @shazow on ""I Move You"" launch and getting TechCrunched! http://tcrn.ch/bJ7X35'"
20511551726,2010-08-07 00:43:50,"b'RT @goalmafia: Life after Facebook: the ""Purpose-Driven Social Network"" http://bit.ly/9zSZQC (quoting @quixotic)'"
20510911476,2010-08-07 00:33:31,"b'@ninamehta ""functional, but not pleasurable"" - that\'s hilarious.'"
20448164598,2010-08-06 06:41:43,b'RT @quantter: New landing page http://www.quantter.com/ better? do not hesitate to give us feedback'
20420684957,2010-08-05 23:31:41,"b'@posterous I updated my domain to point to your new IP, it worked yesterday but now down again. Http://blog.goalmafia.com what should I do?'"
20420472941,2010-08-05 23:28:36,b'RT @KISSmetrics: Design Standing Up http://kiss.ly/aek5Wb #webdesign'
20420224292,2010-08-05 23:24:57,"b'\xe2\x80\x9c@ramit: You see how when a money expert says stuff like, ""Keep a budget!"" or ""Learn about stocks"" it\'s pointless? http://bit.ly/9ps98A\xe2\x80\x9d'"
20346991534,2010-08-05 00:43:50,b'RT @jhreha: Want to lose weight? Log into Facebook. http://jasonhreha.com/i93N'
20286691796,2010-08-04 07:19:00,"b'RT @goalmafia: ""Dear Godfather"" vs ""Dear Goalfather"" - what would YOU name a mafia-style motivation/advice column? Vote:http://bit.ly/94rlsc'"
20268778059,2010-08-04 02:00:22,b'Nike+ finally has some competition? Adidas releases micoach training app for free http://bit.ly/divSCi (via @harscoat)'
20248127153,2010-08-03 20:30:28,"b'RT @goalmafia: Wow, 94 entries already for the Goal Mafia logo design contest on @99designs! Lots of creativity: http://bit.ly/aR2lEo'"
20185606175,2010-08-03 01:55:10,b'\xe2\x80\x9cIt\xe2\x80\x99s amazing how long it takes to complete something you\xe2\x80\x99re not working on.\xe2\x80\x9dR.D. Clyde (via @skmurphy)'
20164197281,2010-08-02 20:05:06,"b""RT @goalmafia: Got design skills? Make us a logo we can't refuse... submit to the Goal Mafia logo design contest! http://bit.ly/8X3nKO"""
19857357637,2010-07-29 21:46:50,"b""@harscoat where did you see a link to habit changer? That's my old site. The new site is http://www.goalmafia.com , check it out!"""
19857316097,2010-07-29 21:46:06,"b""What are some good Silicon Valley video production companies? I'm thinking of 1 in particular that's done work for facebook, maybe dropbox?"""
19784815468,2010-07-29 01:01:08,b'OMG Facebook Questions == Quora. Brace for epic question battle. We need a name for this thing. My vote: #QuestionGate. Yours?'
19677494735,2010-07-27 18:36:46,"b'The Secret of the Gifted, by game designer @jesseschell: http://bit.ly/aXzrIV'"
19600748023,2010-07-26 20:40:41,"b""RT @avantgame: 50+ Lessons learned from a social good game (We've published our epic post-mortem for EVOKE!) http://bit.ly/ajm3Y8"""
18060033503,2010-07-08 20:13:02,"b'\xe2\x80\x9cA successful life is one lived through understanding and pursuing one\xe2\x80\x99s own path, not chasing after the dreams of others.\xe2\x80\x9d Chin-Ning Chu'"
18059359381,2010-07-08 20:00:43,"b'Eco conscious friends, read this: Whole Earth Discipline http://j.mp/brdQWs'"
18053512659,2010-07-08 18:16:14,b'Turning Frustration Into Success - great new post by @dariusmc: http://bit.ly/aOJbZC'
17992736266,2010-07-08 00:20:08,"b'Thanks to Kendra, Leslie and @AdaptivePath team for hosting Goal Mafia at brainstorming session today. Tons of great ideas!'"
17817084538,2010-07-05 21:06:04,b'Reason #32 why cats are better than dogs: have you ever seen a chick dressed up in a sexy dog costume? Woof.'
17813629204,2010-07-05 19:58:05,"b""Speaking of Bobby Fischer, here's some #trivia: I grew up (and learned how to play chess) in his sister's house in Palo Alto."""
17813360335,2010-07-05 19:52:44,"b'My god, could the Bobby Fischer saga get any weirder. Apparently, yes: http://bit.ly/beuR7O'"
17742314301,2010-07-04 20:22:22,"b'""When a thing must be attempted, one must never think about possibility or impossibility."" - Jesse Schell, game designer'"
17597861269,2010-07-02 20:27:03,"b'If skill at chess hustling predicts business success, all I gotta say is - watch out, people. http://tcrn.ch/aIgjtx'"
17556736197,2010-07-02 08:09:43,"b'""Success is the ability to go from one failure to another failure with enthusiasm."" - Churchhill'"
17522347637,2010-07-01 21:40:21,"b'Mark your calendars! Games guru Jesse Schell speaks at #longnow on July 27: ""\xe2\x80\x9cVisions of the Gamepocalypse\xe2\x80\x9d http://bit.ly/b6hsXn'"
17443404857,2010-06-30 21:40:41,b'Well executed! This trippy music video with live Twitter integration is #killingme http://bit.ly/aILmn8'
17442869056,2010-06-30 21:30:36,b'So useful... Moving Cash Into & Out of Your Bootstrapped Startup: http://bit.ly/bKMvUO'
17442554169,2010-06-30 21:24:45,"b'Imagination, curiosity, perseverance... develop good ""habitudes"" (habits + attitudes). I love it. http://bit.ly/bDGgYF'"
17384653536,2010-06-30 03:19:59,"b""And here's the pic of BJ Fogg and the book club http://tweetphoto.com/29920243"""
17384586685,2010-06-30 03:18:55,"b'@bjfogg speaking remotely at UX book club meeting on persuasive technology, sweet!'"
17361163116,2010-06-29 20:34:38,b'Deconstructing Startup Growth: http://bit.ly/aFHHQv'
16420190817,2010-06-17 21:51:26,"b'@halletecco fav health/wellness apps: PushupFu (and PullupFu etc), Skimble. Also check out ""Healthful Apps"" app and http://bit.ly/d6aZha'"
16357192887,2010-06-17 02:55:34,"b'""for the first time humankind is acting as a force of nature"" - Ed Moses speaking at #longniw seminar on clean fusion:'"
16188440161,2010-06-15 00:43:59,b'Great image showing the Customer Development Funnel #startup http://n6ggo.th8.us'
15723117413,2010-06-08 18:13:29,b'Slides from the Mobile Health conference are posted! Day 1: http://bit.ly/d6aZha Day 2: http://bit.ly/bIfbam #mh2010'
